time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-10 00:00:00+00:00,5.0,5.0,74.0,3.0
2024-06-11 00:00:00+00:00,1.0,1.0,14.0,3.0
2024-06-12 00:00:00+00:00,8.0,8.0,31.0,5.0
2024-06-13 00:00:00+00:00,,,21.0,5.0
2024-06-14 00:00:00+00:00,3.0,3.0,21.0,4.0
2024-06-15 00:00:00+00:00,1.0,1.0,,
2024-06-17 00:00:00+00:00,,,35.0,2.0
2024-06-18 00:00:00+00:00,5.0,3.0,65.0,5.0
2024-06-19 00:00:00+00:00,53.0,26.0,49.0,8.0
2024-06-20 00:00:00+00:00,1.0,1.0,21.0,4.0
2024-06-21 00:00:00+00:00,5.0,5.0,66.0,5.0
2024-06-22 00:00:00+00:00,2.0,2.0,19.0,3.0
